_time,sender,subject,attachments,recipients,recipients_email_domain,time_month,leaver,termination,account_type,wordlist_attachment,wordlist_subject,bunit,department,status,user_response,final_outcome,policy_name,justifications
2025-01-03T08:30:335,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:346,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:362,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:368,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:355,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:336,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:347,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:363,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:369,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:356,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:337,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:348,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:364,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:370,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:357,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:338,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:349,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:365,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:371,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:358,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:339,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:350,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:366,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:372,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:359,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:340,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:351,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:367,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:373,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:360,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:341,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:352,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:368,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:374,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:361,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:342,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:353,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:369,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:375,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:362,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:343,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:354,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:370,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:376,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:363,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:344,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:355,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:371,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:377,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:364,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:345,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:356,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:372,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:378,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:365,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:346,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:357,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:373,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:379,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:366,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:347,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:358,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:374,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:380,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:367,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:348,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:359,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:375,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
